Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Lung	Non-Small Cell Lung Cancer	NA	MET	mutation	NA	RET	structural variation	NA	" Interestingly, MET exon 14 mutations are mutually exclusive with other frequently occurring genomic alterations in lung cancer (such as activating mutations in KRAS, EGFR, HER2, BRAF and rearrangement in ALK, ROS1 and RET), suggesting the oncogenic relevance of this specific Met alteration. "	Text mining	28164087
Myeloid	Myeloid Neoplasm	Myeloproliferative Neoplasms	CALR	mutation	NA	JAK2	mutation	NA	"In >95% of cases, mutations that drive the development of  an MPN phenotype occur in a mutually exclusive manner in 1 of 3 genes: JAK2, CALR, or MPL "	Text mining	28159736
Myeloid	Myeloid Neoplasm	Myeloproliferative Neoplasms	JAK2	mutation	NA	MPL	mutation	NA	"In >95% of cases, mutations that drive the development of  an MPN phenotype occur in a mutually exclusive manner in 1 of 3 genes: JAK2, CALR, or MPL "	Text mining	28159736
Myeloid	Myeloid Neoplasm	Myeloproliferative Neoplasms	CALR	mutation	NA	MPL	mutation	NA	"In >95% of cases, mutations that drive the development of  an MPN phenotype occur in a mutually exclusive manner in 1 of 3 genes: JAK2, CALR, or MPL "	Text mining	28159736
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	IDH2	mutation	R172	NPM1	mutation	NA	"No cases of NPM1-mutated AML with a concurrent IDH2R172 mutation were observed, suggesting that these variants are mutually exclusive."	Text mining	28152414
Multiple Tissues	Pancancer	NA	BCL2L1	copy number gain	NA	PARK2	copy number loss	NA	"Analysis of approximately 10,000 tumor genomes uncovers a striking pattern of mutual exclusivity between PARK2 genetic loss and amplification of BCL2L1, implicating these genes in a common pathway. "	Text mining	28038320
Myeloid	Myeloid Neoplasm	NA	FLT3	mutation	NA	TET2	mutation	NA	"The most common mutations on other chromosomes in patients with del(5q) included TP53, and mutations of FLT3 (ITD or TKD), NPM1 or TET2 and were mutually exclusive."	Text mining	28031539
Myeloid	Myeloid Neoplasm	NA	FLT3	mutation	NA	NPM1	mutation	NA	"The most common mutations on other chromosomes in patients with del(5q) included TP53, and mutations of FLT3 (ITD or TKD), NPM1 or TET2 and were mutually exclusive."	Text mining	28031539
Myeloid	Myeloid Neoplasm	NA	NPM1	mutation	NA	TET2	mutation	NA	"The most common mutations on other chromosomes in patients with del(5q) included TP53, and mutations of FLT3 (ITD or TKD), NPM1 or TET2 and were mutually exclusive."	Text mining	28031539
Myeloid	Myeloid Neoplasm	Essential Thrombocythemia	CALR	mutation	NA	JAK2	mutation	NA	"JAK2,CALR, and MPL mutations are the mutually exclusive driver mutations in ET with respective incidences of 55%, 25%, and 3%."	Text mining	27991718
Myeloid	Myeloid Neoplasm	Essential Thrombocythemia	JAK2	mutation	NA	MPL	mutation	NA	"JAK2,CALR, and MPL mutations are the mutually exclusive driver mutations in ET with respective incidences of 55%, 25%, and 3%."	Text mining	27991718
Myeloid	Myeloid Neoplasm	Essential Thrombocythemia	CALR	mutation	NA	MPL	mutation	NA	"JAK2,CALR, and MPL mutations are the mutually exclusive driver mutations in ET with respective incidences of 55%, 25%, and 3%."	Text mining	27991718
Multiple Tissues	Pancancer	NA	CCND1	copy number gain	NA	PARK2	copy number loss	NA	"It also uncovered a striking pattern of mutual exclusivity between PARK2 deletion and amplification of cyclin D1 (CCND1), cyclin E1 (CCNE1), or cyclin-dependent kinase 4 (CDK4), implicating these genes in a common pathway. "	Text mining	27977694
Multiple Tissues	Pancancer	NA	CCNE1	copy number gain	NA	PARK2	copy number loss	NA	"It also uncovered a striking pattern of mutual exclusivity between PARK2 deletion and amplification of cyclin D1 (CCND1), cyclin E1 (CCNE1), or cyclin-dependent kinase 4 (CDK4), implicating these genes in a common pathway. "	Text mining	27977694
Multiple Tissues	Pancancer	NA	CDK4	copy number gain	NA	PARK2	copy number loss	NA	"It also uncovered a striking pattern of mutual exclusivity between PARK2 deletion and amplification of cyclin D1 (CCND1), cyclin E1 (CCNE1), or cyclin-dependent kinase 4 (CDK4), implicating these genes in a common pathway. "	Text mining	27977694
Soft Tissue	Gastrointestinal Stromal Tumor	NA	KIT	mutation	NA	PDGFRA	mutation	NA	"The great majority of GISTs harbour mutually exclusive activating mutations in genes coding for the type III receptor tyrosine kinases KIT and PDGFRA; less commonly, GISTs have also been reported to display mutations elsewhere, including BRAF and NF1 and SDH-complex genes."	Text mining	27943096
Multiple Tissues	Pancancer	NA	PTPN14	mutation	NA	TP53	mutation	NA	We show that p53 deficiency promotes Yap signaling and that PTPN14 and TP53 mutations are mutually exclusive in human cancers.	Text mining	29017057
Soft Tissue	Gastrointestinal Stromal Tumor	NA	KIT	mutation	NA	PDGFRA	mutation	NA	KIT or PDGFRA mutations were detected in 72/87 (82.8%) and were found to be mutually exclusive.	Text mining	21906875
Soft Tissue	Gastrointestinal Stromal Tumor	NA	BRAF	mutation	NA	PDGFRA	mutation	NA	Our study confirms recent data that BRAF mutations and KIT/PDGFRA mutations seem to be mutually exclusive oncogenic events.	Text mining	21906875
Soft Tissue	Gastrointestinal Stromal Tumor	NA	BRAF	mutation	NA	KIT	mutation	NA	Our study confirms recent data that BRAF mutations and KIT/PDGFRA mutations seem to be mutually exclusive oncogenic events.	Text mining	21906875
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	CEBPA	mutation	NA	RUNX1	mutation	NA	"In contrast, NPM1 and CEBPA mutations were mutually exclusive of RUNX1 mutations."	Text mining	28927163
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	NPM1	mutation	NA	RUNX1	mutation	NA	"In contrast, NPM1 and CEBPA mutations were mutually exclusive of RUNX1 mutations."	Text mining	28927163
Lung	Non-Small Cell Lung Cancer	NA	ALK	mutation	NA	EGFR	mutation	NA	Both ALK and EGFR mutation were mutually exclusive.	Text mining	28892905
Myeloid	Myeloid Neoplasm	Myelodysplastic Syndromes	IDH1	mutation	R132C	IDH2	mutation	R140Q/R140L	All IDH mutations were mutually exclusive and heterozygous.	Text mining	28873367
Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	NA	CUL3	mutation	NA	NFE2L2	mutation	NA	"In our analysis, both CUL3 and NFE2L2 were significantly mutated in OSCC samples but not in OAC; and as expected, mutations in the CUL3/KEAP1/NFE2L2 pathway were mutually exclusive."	Text mining	28860350
Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	NA	CUL3	mutation	NA	KEAP1	mutation	NA	"In our analysis, both CUL3 and NFE2L2 were significantly mutated in OSCC samples but not in OAC; and as expected, mutations in the CUL3/KEAP1/NFE2L2 pathway were mutually exclusive."	Text mining	28860350
Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	NA	KEAP1	mutation	NA	NFE2L2	mutation	NA	"In our analysis, both CUL3 and NFE2L2 were significantly mutated in OSCC samples but not in OAC; and as expected, mutations in the CUL3/KEAP1/NFE2L2 pathway were mutually exclusive."	Text mining	28860350
CNS/Brain	Diffuse Glioma	NA	H3F3A	mutation	K27M	SETD2	mutation	NA	"Notably, loss-of-function mutations in SETD2 were found in four GBM cases, and SETD2 mutations were mutually exclusive with the H3F3A K27M mutation."	Text mining	28852847
CNS/Brain	Diffuse Glioma	NA	PPM1D	mutation	NA	TP53	mutation	NA	"The activating truncation mutation of PPM1D was found in two cases, and was mutually exclusive with TP53 mutation."	Text mining	28852847
CNS/Brain	Sellar Tumor	Craniopharyngioma	BRAF	mutation	V600E	CTNNB1	mutation	NA	"We did not detect a coexistence of BRAF V600E and CTNNB1 mutations in any single tumor, which indicated that these genetic alterations were mutually exclusive."	Text mining	28840946
CNS/Brain	Diffuse Glioma	NA	IDH1	mutation	R132	IDH2	mutation	R172	Tumors without mutations in IDH1 often had mutations affecting the analogous amino acid (R172) of the IDH2 gene.	Text mining	19228619
Myeloid	Myeloid Neoplasm	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	MED12	mutation	NA	NOTCH1	mutation	NA	"In line with our findings, we observed MED12 mutation and NOTCH1 mutations in CLL to be mutually exclusive, based on a meta-analysis of 1429 patients ."	Text mining	28771672
Bladder/Urinary Tract	Metastatic Bladder Cancer	NA	PIK3CA	mutation	NA	TSC1	mutation	NA	"Targetable alterations in MAPK/ERK or PI3K/AKT/mTOR pathways were robustly detected, including amplification of ERBB2 (20% of patients) and activating hotspot mutations in PIK3CA (20%), with the latter mutually exclusive to truncating mutations in TSC1."	Text mining	28760909
Myeloid	Myeloid Neoplasm	T-Cell Acute Lymphoid Leukemia	JAK1	mutation	NA	RPL10	mutation	R98S	"In our cohort, RPL10 R98S mutations were mutually exclusive with JAK and STAT mutations, with no difference in the incidence of IL7RA mutations in RPL10 WT versus R98S samples."	Text mining	28744013
Myeloid	Myeloid Neoplasm	T-Cell Acute Lymphoid Leukemia	JAK2	mutation	NA	RPL10	mutation	R98S	"In our cohort, RPL10 R98S mutations were mutually exclusive with JAK and STAT mutations, with no difference in the incidence of IL7RA mutations in RPL10 WT versus R98S samples."	Text mining	28744013
Myeloid	Myeloid Neoplasm	T-Cell Acute Lymphoid Leukemia	JAK3	mutation	NA	RPL10	mutation	R98S	"In our cohort, RPL10 R98S mutations were mutually exclusive with JAK and STAT mutations, with no difference in the incidence of IL7RA mutations in RPL10 WT versus R98S samples."	Text mining	28744013
Myeloid	Myeloid Neoplasm	T-Cell Acute Lymphoid Leukemia	RPL10	mutation	R98S	STAT3	mutation	NA	"In our cohort, RPL10 R98S mutations were mutually exclusive with JAK and STAT mutations, with no difference in the incidence of IL7RA mutations in RPL10 WT versus R98S samples."	Text mining	28744013
Myeloid	Myeloid Neoplasm	T-Cell Acute Lymphoid Leukemia	RPL10	mutation	R98S	STAT1	mutation	NA	"In our cohort, RPL10 R98S mutations were mutually exclusive with JAK and STAT mutations, with no difference in the incidence of IL7RA mutations in RPL10 WT versus R98S samples."	Text mining	28744013
Skin	Melanoma	NA	BRAF	mutation	NA	KIT	mutation	NA	"Mutations of BRAF, C-KIT, and NRAS were negatively correlated (P<0.001 for BRAF-C-KIT and BRAF-NRAS, P=0.001 for C-KIT-NRAS) ."	Text mining	28720667
Skin	Melanoma	NA	BRAF	mutation	NA	NRAS	mutation	NA	"Mutations of BRAF, C-KIT, and NRAS were negatively correlated (P<0.001 for BRAF-C-KIT and BRAF-NRAS, P=0.001 for C-KIT-NRAS) ."	Text mining	28720667
Skin	Melanoma	NA	KIT	mutation	NA	NRAS	mutation	NA	"Mutations of BRAF, C-KIT, and NRAS were negatively correlated (P<0.001 for BRAF-C-KIT and BRAF-NRAS, P=0.001 for C-KIT-NRAS) ."	Text mining	28720667
Eye	Ocular Melanoma	Iris Melanoma	GNA11	mutation	NA	GNAQ	mutation	NA	"Overall, 84% of iris melanoma harbored either a GNAQ or GNA11 mutation. The identified mutations occurred in a mutually exclusive fashion. "	Text mining	28700778
Multiple Tissues	Pancancer	NA	EP400	mutation	NA	TRRAP	mutation	NA	"In addition, Ep400 displayed characteristics of a driver gene in that it showed a mutually exclusive mutation pattern when compared with mutations in the Trrap subunit of the TIP60 complex, both in the cell line panel and in a human tumor data set."	Text mining	28692054
Thyroid	Medullary Thyroid Cancer	NA	HRAS	mutation	NA	RET	mutation	NA	"Finally, in line with other reports, we found that RET and RAS mutations were mutually exclusive."	Text mining	28676822
Thyroid	Medullary Thyroid Cancer	NA	NRAS	mutation	NA	RET	mutation	NA	"Finally, in line with other reports, we found that RET and RAS mutations were mutually exclusive."	Text mining	28676823
Thyroid	Medullary Thyroid Cancer	NA	KRAS	mutation	NA	RET	mutation	NA	"Finally, in line with other reports, we found that RET and RAS mutations were mutually exclusive."	Text mining	28676824
Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	MYH9	mutation	NA	TP53BP2	mutation	NA	"Although this analysis did not identify any significant co-occurrences, it did identify a subgroup of four genes (Myh9, Trp53bp2, Ppp1r12a and Ppp1r12b) that showed strong mutual exclusivity , suggesting that these genes were likely involved in a common pathway."	Text mining	28650484
Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	MYH9	mutation	NA	PPP1R12A	mutation	NA	"Although this analysis did not identify any significant co-occurrences, it did identify a subgroup of four genes (Myh9, Trp53bp2, Ppp1r12a and Ppp1r12b) that showed strong mutual exclusivity , suggesting that these genes were likely involved in a common pathway."	Text mining	28650484
Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	MYH9	mutation	NA	PPP1R12B	mutation	NA	"Although this analysis did not identify any significant co-occurrences, it did identify a subgroup of four genes (Myh9, Trp53bp2, Ppp1r12a and Ppp1r12b) that showed strong mutual exclusivity , suggesting that these genes were likely involved in a common pathway."	Text mining	28650484
Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	PPP1R12A	mutation	NA	TP53BP2	mutation	NA	"Although this analysis did not identify any significant co-occurrences, it did identify a subgroup of four genes (Myh9, Trp53bp2, Ppp1r12a and Ppp1r12b) that showed strong mutual exclusivity , suggesting that these genes were likely involved in a common pathway."	Text mining	28650484
Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	PPP1R12B	mutation	NA	TP53BP2	mutation	NA	"Although this analysis did not identify any significant co-occurrences, it did identify a subgroup of four genes (Myh9, Trp53bp2, Ppp1r12a and Ppp1r12b) that showed strong mutual exclusivity , suggesting that these genes were likely involved in a common pathway."	Text mining	28650484
Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	PPP1R12A	mutation	NA	PPP1R12B	mutation	NA	"Although this analysis did not identify any significant co-occurrences, it did identify a subgroup of four genes (Myh9, Trp53bp2, Ppp1r12a and Ppp1r12b) that showed strong mutual exclusivity , suggesting that these genes were likely involved in a common pathway."	Text mining	28650484
